relative_time,DecibelSource,AccX,AccY,AccZ
15188,,-4.878185749053955,,0.1628057211637497
15224,39.72144571850161,,,
15254,,,-7.961917877197266,
15255,,1.7477672100067139,,0.6715735793113708
15304,45.01419956685638,,,
15321,,-2.890998601913452,-5.224148273468018,4.716577529907227
15384,39.062250675040325,,,
15388,,-4.358644008636475,-2.5510218143463135,2.2613234519958496
15454,,,-14.823699951171875,
15455,,1.581370234489441,,-11.842918395996094
15464,38.632970140225126,,,
15521,,-0.04908113554120064,-11.670536041259766,-4.584896087646484
15544,36.6533336039272,,,
15588,,-7.036558628082275,-16.00882911682129,-3.136404275894165
15624,40.06994966290157,,,
15654,,,-1.2246341705322266,
15655,,-4.657919406890869,,5.657498836517334
15704,42.55211778260065,,,
15721,,5.224148273468018,-14.845247268676758,2.935291290283203
15784,35.61773423036782,,,
15787,,,-8.579621315002441,
15788,,3.1220390796661377,,-2.5474305152893066
15854,,,-9.801861763000488,
15855,,-0.30526071786880493,,0.3016694188117981
15864,33.27819386782669,,,
15921,,1.2952631711959839,-8.252813339233398,-0.0035913025494664907
15945,32.89513739827859,,,
15987,,-0.3519476354122162,-9.943120002746582,
15988,,,,1.482010841369629
16024,34.51794870656294,,,
16054,,1.580173134803772,-10.465055465698242,0.6153098344802856
16104,42.44155796753631,,,
16121,,2.8670566082000732,-12.374431610107422,-0.7541735172271729
16187,,,-11.75433349609375,
16188,,4.759673118591309,,-4.705803394317627
16204,42.067406004584804,,,
16254,,0.5279214978218079,-11.344924926757812,0.21308395266532898
16284,40.24933569926994,,,
16320,,-5.894524574279785,-15.434221267700195,
16321,,,,3.8965632915496826
16364,37.53008129421999,,,
16387,,5.146336555480957,-9.93354320526123,-1.01753568649292
16444,50.50261201333239,,,
16454,,-0.9840168952941895,-5.629965305328369,3.5877113342285156
16521,,-3.1471781730651855,-4.534617900848389,2.248155355453491
16524,42.410284504433605,,,
16587,,,-3.867832899093628,
16588,,-2.0937294960021973,,0.8271966576576233
16604,40.428539190557075,,,
16654,,7.317877292633057,-19.357120513916016,-15.138537406921387
16684,37.09416743630211,,,
16721,,-3.5865142345428467,-3.7457284927368164,
16722,,,,-1.6747441291809082
16764,39.478911183333516,,,
16787,,,-20.70505714416504,
16788,,-3.7864298820495605,,-2.5043349266052246
16844,37.16883725846004,,,
16854,,-3.8762125968933105,-1.6304513216018677,9.198522567749023
16921,,5.770026206970215,-15.146917343139648,4.228160381317139
16924,41.50127205412892,,,
16988,,0.8678981065750122,-7.110779285430908,0.8870517015457153
17004,38.160664569804034,,,
17054,,-2.47560453414917,-10.245985984802246,
17055,,,,-0.4213795065879822
17084,38.68104386207433,,,
17121,,3.531447410583496,-10.02571964263916,1.9955670833587646
17164,34.0542316642966,,,
17187,,-0.6476315855979919,-10.031704902648926,
17188,,,,0.07661445438861847
17244,38.68976929956331,,,
17254,,1.2330138683319092,-11.821371078491211,-1.3036428689956665
17321,,4.129997730255127,-12.106281280517578,-2.072181463241577
17324,42.124169157377324,,,
17387,,,-11.374852180480957,
17388,,4.078522682189941,,-3.226186752319336
17404,36.86606747212774,,,
17454,,-3.8151605129241943,-17.299304962158203,
17455,,,,5.610811710357666
17504,36.95733165838703,,,
17521,,-5.389348030090332,-13.053187370300293,-0.08259996026754379
17584,38.52989110485704,,,
17587,,,-8.221688270568848,
17588,,1.8052281141281128,,0.5398924946784973
17654,,-2.3726539611816406,-5.2049946784973145,4.098873138427734
17664,42.02901152765011,,,
17721,,,-3.180696964263916,
17722,,-3.2369606494903564,,2.5007436275482178
17744,39.86024172887152,,,
17787,,,-14.208390235900879,
17788,,2.293645143508911,,-9.9000244140625
17824,39.90615736488324,,,
17854,,,-12.173318862915039,
17855,,5.474342346191406,,-9.554061889648438
17904,39.3320706642809,,,
17921,,-2.2254104614257812,-4.062960147857666,0.4836287498474121
17984,48.47664090859552,,,
17987,,,-22.352266311645508,
17988,,-2.1080946922302246,,-12.72757625579834
18054,,,-2.7664999961853027,
18055,,-1.2282254695892334,,6.423643112182617
18064,41.66949694672543,,,
18121,,5.33547830581665,-14.668076515197754,0.4189853072166443
18144,36.703143327810956,,,
18187,,,-7.583633899688721,
18188,,-1.8267759084701538,,1.3491326570510864
18224,35.24537380465248,,,
18254,,,-10.052056312561035,
18255,,-1.5490485429763794,,0.8176198601722717
18304,33.502739297324304,,,
18321,,2.515108823776245,-9.173383712768555,1.624465823173523
18384,37.9843370757433,,,
18387,,,-11.419144630432129,
18388,,-0.013168109580874443,,-0.4118026793003082
18454,,1.5610195398330688,-12.09191608428955,-0.1999158412218094
18464,40.05701148979395,,,
18521,,3.5936968326568604,-12.418724060058594,-2.027888774871826
18544,40.058366176915015,,,
18587,,,-10.63743782043457,
18588,,4.492719650268555,,-2.8838160037994385
18624,35.241981744499505,,,
18654,,-3.3267433643341064,-16.936582565307617,5.5329999923706055
18704,35.66938775709711,,,
18721,,-5.329493045806885,-12.994529724121094,1.092953085899353
18787,,,-8.35456657409668,
18788,,1.8124107122421265,,0.5889736413955688
18804,46.5873780702276,,,
18854,,,-4.799177169799805,
18855,,-2.580949544906616,,3.909731388092041
18884,36.61209158798966,,,
18921,,-2.9735984802246094,-2.9257144927978516,1.7310078144073486
18964,42.458501011227874,,,
18987,,,-11.504138946533203,
18988,,0.25258827209472656,,-9.227252960205078
19044,38.978757681598275,,,
19054,,5.251681327819824,-13.504494667053223,-8.592789649963379
19121,,-6.890512466430664,-9.850942611694336,-0.09457096457481384
19124,39.3623623953214,,,
19187,,,-10.612298965454102,
19188,,-1.237802267074585,,2.8383262157440186
19204,42.632618931936726,,,
19254,,,-8.470685958862305,
19255,,2.784456491470337,,7.42681360244751
19284,45.060020952994634,,,
19321,,5.368997097015381,-10.978611946105957,-2.255337953567505
19364,36.59168243010864,,,
19388,,-3.24414324760437,-7.99184513092041,0.21188685297966003
19444,33.30091631738306,,,
19454,,0.011971008032560349,-8.936357498168945,0.026336219161748886
19521,,1.9907786846160889,-9.5408935546875,1.0678139925003052
19524,34.180551234564604,,,
19588,,1.5059528350830078,-9.911994934082031,-0.7230489253997803
19604,38.595067135383665,,,
19654,,0.31603461503982544,-11.554417610168457,
19655,,,,0.21188685297966003
19684,38.17585233102661,,,
19721,,3.9839515686035156,-12.558785438537598,-2.0925323963165283
19764,41.31761939735311,,,
19787,,,-11.081562995910645,
19788,,3.2405519485473633,,-2.9927520751953125
19844,39.05312021180072,,,
19854,,-4.687847137451172,-16.10340118408203,4.857835292816162
19921,,-0.7924807667732239,-11.265915870666504,1.9189527034759521
19924,35.45095680352417,,,
