timestamp,DecibelSource,AccX,AccY,AccZ
1510245737204,,0.6955155730247498,5.257667064666748,8.573636054992676
1510245737206,38.965776834488224,,,
1510245737267,,-0.4082113802433014,5.044582843780518,7.453149795532227
1510245737286,37.28646634531064,,,
1510245737341,,0.29807811975479126,4.855441093444824,7.934384346008301
1510245737366,32.35024570155514,,,
1510245737412,,2.9867665767669678,4.383783340454102,7.358579158782959
1510245737446,33.86413611498195,,,
1510245737467,,-0.8475474119186401,1.8974047899246216,4.813542366027832
1510245737526,33.6938671290956,,,
1510245737533,,,,5.598840713500977
1510245737534,,1.845929503440857,0.2717418968677521,
1510245737603,,1.6053122282028198,-4.228160381317139,3.24414324760437
1510245737606,33.66092138276275,,,
1510245737670,,4.614823818206787,-4.508281707763672,-1.5179238319396973
1510245737686,32.39308209292438,,,
1510245737744,,14.834473609924316,-4.124012470245361,1.9788076877593994
1510245737766,34.420812368447436,,,
1510245737816,,18.240224838256836,-2.0039467811584473,7.675810813903809
1510245737846,34.32431043719906,,,
1510245737875,,,-2.0183119773864746,9.988609313964844
1510245737876,,20.673931121826172,,
1510245737927,33.609905663703195,,,
1510245737946,,17.39507293701172,-2.31758713722229,-4.422090530395508
1510245738002,,13.183671951293945,-5.740098476409912,1.036689281463623
1510245738006,34.47088436168938,,,
1510245738080,,8.383296966552734,-5.230133533477783,4.353855609893799
1510245738106,34.72572606538979,,,
1510245738135,,8.285135269165039,0.6943184733390808,-0.8607155084609985
1510245738187,37.88509246881978,,,
1510245738201,,4.367023944854736,1.1336544752120972,-1.1635819673538208
1510245738266,38.58862220102064,,,
1510245738276,,5.408501625061035,-2.3247697353363037,-2.1799206733703613
1510245738344,,20.296844482421875,-9.08719253540039,6.936002254486084
1510245738346,42.915663297233095,,,
1510245738411,,,,-2.1068975925445557
1510245738412,,9.342175483703613,-7.860164165496826,
1510245738426,48.205839868778554,,,
1510245738474,,-1.5957354307174683,-20.90377426147461,8.552088737487793
1510245738507,39.910951117697266,,,
1510245738545,,15.151705741882324,3.4548330307006836,-4.042609691619873
1510245738586,50.01339537250638,,,
1510245738605,,12.880805015563965,-5.853823184967041,0.12689268589019775
1510245738666,38.17847689591093,,,
1510245738677,,5.414487361907959,-12.225991249084473,0.2717418968677521
1510245738745,,8.072051048278809,-5.670666694641113,2.1811177730560303
1510245738750,45.1520970221274,,,
1510245738814,,8.210914611816406,-4.541800498962402,0.2968810200691223
1510245738827,37.82441949179582,,,
1510245738878,,9.160215377807617,-5.1152119636535645,5.971138954162598
1510245738907,39.92445752817035,,,
1510245738945,,,-6.205770969390869,7.73207426071167
1510245738946,,9.707290649414062,,
1510245738987,32.58776272102034,,,
1510245739012,,6.118382453918457,-5.009867191314697,-2.871845006942749
1510245739067,36.27529498982475,,,
1510245739079,,9.346963882446289,-4.631583213806152,2.0817582607269287
1510245739146,,4.580107688903809,-1.5969325304031372,2.2433669567108154
1510245739147,35.54026518545903,,,
1510245739213,,8.299500465393066,-1.7357962131500244,1.4484920501708984
1510245739226,32.30850327058,,,
1510245739279,,8.852560997009277,-4.459200859069824,1.1779472827911377
1510245739307,33.18520125930371,,,
1510245739349,,9.497797966003418,-3.9217023849487305,1.2210428714752197
1510245739406,34.07760582622733,,,
1510245739418,,4.431667327880859,-7.321468830108643,3.1304187774658203
1510245739480,,10.595540046691895,-2.8790276050567627,-0.31603461503982544
1510245739486,32.823932911893635,,,
1510245739547,,9.251194953918457,-3.980360269546509,2.3295583724975586
1510245739566,33.643821013925404,,,
