timestamp,AccX,AccY,AccZ
1510682179539,-1.8250000476837158,0.9300000071525574,9.550000190734863
1510682179622,-1.6169999837875366,1.1640000343322754,9.722000122070313
1510682179657,-1.5920000076293945,0.9649999737739563,9.14799976348877
1510682179726,-1.7990000247955322,0.5410000085830688,9.892000198364258
1510682179777,-1.4500000476837158,,
1510682179778,,0.7009999752044678,9.927000045776367
1510682179837,-1.4040000438690186,0.9419999718666077,9.918000221252441
1510682179898,-1.4559999704360962,1.0269999504089355,9.722999572753906
1510682179958,-1.3880000114440918,0.9789999723434448,9.793000221252441
1510682180018,-1.215999960899353,,
1510682180019,,1.0160000324249268,9.824999809265137
1510682180078,-1.1929999589920044,0.7440000176429749,9.817999839782715
1510682180137,-1.0839999914169312,0.8579999804496765,10.60099983215332
1510682180196,-1.8530000448226929,0.6930000185966492,10.404999732971191
1510682180257,-2.617000102996826,1.555999994277954,10.241999626159668
1510682180317,-3.0139999389648438,1.906999945640564,10.77400016784668
1510682180393,-2.3559999465942383,1.6929999589920044,10.196999549865723
1510682180436,-1.8530000448226929,0.3799999952316284,
1510682180437,,,11.342000007629395
1510682180497,-0.7200000286102295,0.6299999952316284,9.104999542236328
1510682180557,-0.0860000029206276,1.621999979019165,8.477999687194824
1510682180617,-0.0010000000474974513,1.9570000171661377,8.407999992370605
1510682180678,0.15000000596046448,2.1760001182556152,8.333000183105469
1510682180736,0.2240000069141388,2.256999969482422,
1510682180737,,,9.41100025177002
1510682180797,-0.2619999945163727,2.125999927520752,9.645999908447266
1510682180867,0.2770000100135803,2.0190000534057617,9.661999702453613
1510682180930,0.07800000160932541,2.305000066757202,9.531000137329102
1510682180990,0.18400000035762787,2.372999906539917,10.255000114440918
1510682181046,0.23499999940395355,2.4119999408721924,10.196999549865723
1510682181107,0.335999995470047,,
1510682181108,,2.609999895095825,9.652000427246094
1510682181173,0.23100000619888306,2.881999969482422,9.449000358581543
1510682181228,0.26899999380111694,2.6700000762939453,9.109000205993652
1510682181286,-0.26899999380111694,3.0920000076293945,9.114999771118164
1510682181347,0.2639999985694885,2.7009999752044678,9.319999694824219
1510682181408,0.2759999930858612,2.503000020980835,9.779999732971191
1510682181468,0.367000013589859,1.99399995803833,9.74899959564209
1510682181527,0.8389999866485596,2.1470000743865967,11.116999626159668
1510682181589,0.5170000195503235,2.0920000076293945,9.937999725341797
1510682181648,0.38100001215934753,2.242000102996826,10.053999900817871
1510682181707,0.7900000214576721,2.552000045776367,9.895999908447266
1510682181766,1.3660000562667847,3.367000102996826,9.918999671936035
1510682181829,0.05999999865889549,2.868000030517578,9.458999633789063
1510682181888,-0.26100000739097595,5.302999973297119,6.480000019073486
1510682181958,0.5099999904632568,6.39300012588501,6.875
1510682182017,0.31299999356269836,5.326000213623047,9.432000160217285
1510682182077,0.10700000077486038,4.510000228881836,11.23799991607666
1510682182137,1.2389999628067017,4.8460001945495605,8.397000312805176
1510682182196,0.47999998927116394,,
1510682182197,,4.804999828338623,7.48199987411499
1510682182257,0.42100000381469727,4.732999801635742,7.738999843597412
1510682182316,1.218999981880188,,
1510682182317,,4.485000133514404,8.892000198364258
1510682182376,1.3140000104904175,,
1510682182377,,4.659999847412109,9.425999641418457
1510682182438,0.4620000123977661,4.538000106811523,9.357000350952148
1510682182496,0.7549999952316284,4.810999870300293,7.940999984741211
1510682182569,0.375,,
1510682182570,0.375,4.751999855041504,8.491000175476074
1510682182627,0.3310000002384186,4.682000160217285,8.428999900817871
1510682182687,1.444000005722046,4.870999813079834,9.454999923706055
1510682182749,2.4579999446868896,,
1510682182750,,5.940000057220459,8.762999534606934
1510682182806,2.1050000190734863,6.760000228881836,8.180000305175781
1510682182870,0.13199999928474426,5.627999782562256,8.8100004196167
1510682182927,-0.5910000205039978,5.081999778747559,8.303999900817871
1510682182987,0.5709999799728394,5.994999885559082,6.816999912261963
1510682183049,1.3830000162124634,7.202000141143799,7.947000026702881
1510682183116,-0.9629999995231628,,
1510682183117,-0.9629999995231628,6.656000137329102,6.0320000648498535
1510682183177,-1.9290000200271606,5.1620001792907715,10.635000228881836
1510682183238,-0.28299999237060547,4.876999855041504,10.868000030517578
1510682183296,1.7380000352859497,4.815999984741211,9.13599967956543
1510682183356,2.5299999713897705,,
1510682183357,,5.373000144958496,7.664000034332275
1510682183416,1.565000057220459,,
1510682183417,,4.999000072479248,7.552000045776367
1510682183478,1.5700000524520874,,
1510682183479,,5.820000171661377,6.671000003814697
1510682183537,1.156999945640564,6.131999969482422,6.793000221252441
1510682183604,1.0230000019073486,6.436999797821045,7.357999801635742
1510682183657,0.9789999723434448,6.382999897003174,7.495999813079834
1510682183728,0.8539999723434448,6.9670000076293945,7.27400016784668
1510682183777,0.12600000202655792,,
1510682183778,,6.86899995803833,8.104999542236328
1510682183837,0.23499999940395355,,
1510682183839,,6.72599983215332,7.802000045776367
1510682183900,0.004000000189989805,5.038000106811523,9.949000358581543
1510682183957,-0.8569999933242798,3.755000114440918,9.611000061035156
1510682184022,-0.3140000104904175,3.240999937057495,9.640999794006348
1510682184078,0.6959999799728394,4.145999908447266,8.86299991607666
1510682184138,0.5099999904632568,4.5289998054504395,9.019000053405762
1510682184197,0.7400000095367432,,
1510682184198,,4.732999801635742,9.642999649047852
1510682184272,1.4759999513626099,4.9770002365112305,8.552000045776367
1510682184324,1.3300000429153442,5.2230000495910645,7.48799991607666
1510682184377,1.1920000314712524,5.763999938964844,6.77400016784668
1510682184443,1.187000036239624,6.059999942779541,6.560999870300293
1510682184517,1.3890000581741333,5.882999897003174,7.9070000648498535
1510682184581,1.7569999694824219,5.677999973297119,5.840000152587891
1510682184629,2.2070000171661377,6.048999786376953,5.85699987411499
1510682184688,2.4730000495910645,7.171999931335449,6.7170000076293945
1510682184752,2.3259999752044678,8.359999656677246,7.36899995803833
1510682184807,1.1660000085830688,,
1510682184808,,9.5,7.6570000648498535
1510682184884,0.35100001096725464,,
1510682184885,,9.689000129699707,8.161999702453613
1510682184942,-0.2639999985694885,9.369999885559082,7.589000225067139
1510682185010,0.5329999923706055,8.706000328063965,8.175999641418457
1510682185049,1.1449999809265137,8.519000053405762,7.0
1510682185107,0.6970000267028809,7.111999988555908,5.322000026702881
1510682185179,0.843999981880188,6.551000118255615,
1510682185180,,,6.257999897003174
1510682185234,2.1989998817443848,6.35099983215332,3.881999969482422
1510682185296,0.5450000166893005,4.290999889373779,7.771999835968018
1510682185355,-0.09799999743700027,4.699999809265137,9.310999870300293
1510682185410,0.9900000095367432,6.698999881744385,7.909999847412109
1510682185470,2.177000045776367,7.914000034332275,7.886000156402588
1510682185545,2.302999973297119,9.048999786376953,7.677000045776367
1510682185603,0.2720000147819519,8.081000328063965,7.909999847412109
1510682185656,0.7149999737739563,6.046999931335449,9.960000038146973
1510682185707,1.5299999713897705,5.249000072479248,6.906000137329102
1510682185768,1.5190000534057617,5.138999938964844,5.308000087738037
1510682185827,1.1670000553131104,4.526000022888184,6.122000217437744
1510682185887,0.8679999709129333,4.810999870300293,
1510682185888,,,4.861000061035156
1510682185947,0.3050000071525574,6.521999835968018,4.953000068664551
1510682186010,-0.06499999761581421,8.722000122070313,7.494999885559082
1510682186073,-0.5090000033378601,10.442999839782715,8.246000289916992
1510682186136,1.5240000486373901,11.092000007629395,7.497000217437744
1510682186188,0.27399998903274536,8.07699966430664,12.045000076293945
1510682186254,1.0379999876022339,7.389999866485596,8.152000427246094
1510682186307,0.6299999952316284,5.4629998207092285,7.359000205993652
1510682186367,0.03200000151991844,4.840000152587891,5.590000152587891
1510682186441,0.10899999737739563,5.396999835968018,4.058000087738037
1510682186486,0.9710000157356262,6.426000118255615,5.275000095367432
1510682186547,2.115999937057495,8.357000350952148,4.835000038146973
1510682186606,1.5839999914169312,,
1510682186607,,9.057000160217285,4.540999889373779
1510682186682,2.437000036239624,8.08899974822998,8.697999954223633
1510682186740,0.22599999606609344,6.264999866485596,7.756999969482422
1510682186793,3.438999891281128,6.984000205993652,8.027999877929688
1510682186847,2.684000015258789,5.577000141143799,7.515999794006348
1510682186918,1.9259999990463257,5.788000106811523,4.951000213623047
1510682186975,0.4830000102519989,6.440000057220459,3.7300000190734863
1510682187028,0.18199999630451202,8.159000396728516,6.547999858856201
1510682187095,-0.36800000071525574,,
1510682187096,,9.420999526977539,8.395000457763672
1510682187158,-0.5899999737739563,10.003000259399414,7.224999904632568
1510682187213,0.7379999756813049,8.770000457763672,9.777000427246094
1510682187266,-0.4449999928474426,7.324999809265137,8.664999961853027
1510682187331,1.0119999647140503,6.4770002365112305,9.211999893188477
1510682187399,1.2039999961853027,5.53000020980835,6.670000076293945
1510682187469,-0.12300000339746475,4.980999946594238,4.98799991607666
1510682187522,-0.20200000703334808,5.960999965667725,4.921999931335449
1510682187574,1.7369999885559082,7.426000118255615,7.190000057220459
1510682187636,2.3269999027252197,8.777000427246094,6.710999965667725
1510682187702,1.621999979019165,9.607000350952148,6.414000034332275
1510682187766,1.5190000534057617,8.317999839782715,5.716000080108643
1510682187815,-0.593999981880188,5.400000095367432,7.461999893188477
1510682187875,0.6240000128746033,5.880000114440918,5.767000198364258
1510682187936,1.496000051498413,5.507999897003174,5.51800012588501
1510682187999,1.1039999723434448,5.788000106811523,
1510682188000,,,6.4710001945495605
1510682188053,0.5509999990463257,6.085000038146973,6.26800012588501
1510682188107,0.6259999871253967,7.208000183105469,8.473999977111816
1510682188184,0.035999998450279236,8.140999794006348,9.487000465393066
1510682188228,0.35899999737739563,9.798999786376953,8.619999885559082
1510682188294,1.3489999771118164,8.152000427246094,11.206999778747559
1510682188355,0.9399999976158142,5.241000175476074,10.569000244140625
1510682188410,0.7670000195503235,,
1510682188411,,4.830999851226807,7.664999961853027
1510682188470,2.122999906539917,,
1510682188471,,4.920000076293945,6.942999839782715
1510682188535,1.6230000257492065,4.572000026702881,6.211999893188477
1510682188587,0.7730000019073486,4.783999919891357,6.828999996185303
1510682188664,3.5269999504089355,6.386000156402588,
1510682188665,,,5.796000003814697
1510682188721,4.557000160217285,7.388999938964844,8.463000297546387
1510682188773,3.9130001068115234,8.206999778747559,7.25600004196167
1510682188828,2.1510000228881836,6.863999843597412,7.111000061035156
1510682188886,0.44600000977516174,,
1510682188887,,5.645999908447266,8.055000305175781
1510682188948,2.5239999294281006,7.198999881744385,5.484000205993652
1510682189025,2.302000045776367,5.609000205993652,
1510682189026,,,7.132999897003174
1510682189089,0.4020000100135803,4.751999855041504,6.256999969482422
1510682189138,0.2199999988079071,4.932000160217285,5.951000213623047
1510682189199,0.33899998664855957,6.367000102996826,6.379000186920166
1510682189266,-0.8429999947547913,,
