relative_time,DecibelSource,AccX,AccY,AccZ
15536,,-4.875791549682617,-11.314997673034668,-0.9576807022094727
15602,39.80318796557352,,,
15611,,-2.5019407272338867,-10.327388763427734,1.337161660194397
15665,,-5.274426460266113,-2.808398485183716,2.846705913543701
15683,50.48640239590146,,,
15747,,,-13.369222640991211,-1.8124107122421265
15748,,2.1380221843719482,,
15763,49.413784126857294,,,
15802,,-3.8750154972076416,-5.972336292266846,2.855085611343384
15843,35.67255489100453,,,
15869,,-0.6955155730247498,-10.384849548339844,-0.8559271097183228
15923,33.47679133898122,,,
15950,,-1.3551181554794312,-8.105569839477539,1.599326729774475
16002,35.0514679744047,,,
16003,,-0.04908113554120064,-10.087968826293945,0.6392518281936646
16069,,-1.1252747774124146,-11.35929012298584,1.0881646871566772
16082,37.72783383015622,,,
16133,,0.6512228846549988,-12.277466773986816,-0.8990227580070496
16162,42.41946517281066,,,
16198,,-3.0095114707946777,-9.90361499786377,0.730231523513794
16263,44.5514703137302,,,
16264,,-8.401253700256348,-13.498509407043457,-1.800439715385437
16330,,,,-0.9540894031524658
16331,,-1.600523829460144,-7.91283655166626,
16342,47.148923041687155,,,
16408,,-0.2825157940387726,-6.731297969818115,-0.0035913025494664907
16422,43.69173055346182,,,
16464,,-3.890577793121338,-2.9747955799102783,0.6093243360519409
16503,55.44763311482476,,,
16531,,,,-4.3825860023498535
16532,,-2.9065608978271484,-7.438784599304199,
16583,37.988786236442316,,,
16606,,9.361329078674316,-19.303251266479492,-5.7305216789245605
16663,45.548355579000386,,,
16679,,-5.264849662780762,-11.338939666748047,-0.871489405632019
16743,42.738751918237874,,,
16744,,-4.423287868499756,-9.41759204864502,-3.397372245788574
16812,,-4.886565685272217,-4.3861775398254395,5.155913352966309
16823,45.83081442116444,,,
16884,,2.6815059185028076,-11.805809020996094,-3.199850559234619
16903,38.43160014297263,,,
16952,,,,3.3255462646484375
16953,,-3.957615375518799,-5.803544998168945,
16983,34.80434459373789,,,
16998,,-2.049436569213867,-9.670180320739746,-0.2214636504650116
17063,32.83145439222952,,,
17081,,,,0.9756371974945068
17082,,-0.8535329103469849,-8.312667846679688,
17130,,0.6200982332229614,-9.888052940368652,0.5626373887062073
17142,34.06078944396847,,,
17200,,,,1.3611036539077759
17201,,-0.9696516990661621,-10.834959983825684,
17223,37.539687911593525,,,
17278,,1.6136919260025024,-13.542801856994629,-1.2306196689605713
17302,40.822050709140555,,,
17340,,-7.343016624450684,-13.719972610473633,3.336320161819458
17383,42.72905490521375,,,
17407,,,-11.41675090789795,-1.8531121015548706
17463,52.164328168290126,,,
17469,,0.09696517139673233,-8.344989776611328,-1.113303780555725
17543,,,,1.2988544702529907
17544,,-0.9289502501487732,-6.0010666847229,
17562,43.80529318011646,,,
17596,,-3.9707834720611572,-3.691859006881714,0.1256955862045288
17642,35.32152987108941,,,
17663,,-2.719813108444214,-7.590816497802734,-4.537012100219727
17722,38.6756551912595,,,
17731,,6.813898086547852,-15.887922286987305,-4.183867454528809
17802,36.0225198241682,,,
17811,,,,-2.0697872638702393
17812,,-4.95120906829834,-11.11987018585205,
17870,,-3.2130186557769775,-10.08318042755127,-0.9516952037811279
17882,36.96779907762156,,,
17940,,-4.141968727111816,-3.089717388153076,4.2760443687438965
17962,61.024609048983336,,,
18018,,0.9457096457481384,-15.199589729309082,-2.760514497756958
18043,52.726444540701145,,,
18083,,,,4.6950297355651855
18084,,-2.8167781829833984,-5.045780181884766,
18123,49.052493583997816,,,
18132,,,,-0.4704606235027313
18133,,-2.2158336639404297,-9.477447509765625,
18201,,-0.545877993106842,-8.119935035705566,0.9528923034667969
18202,40.69458486317397,,,
18269,,-0.6105214357376099,-10.201693534851074,0.5877765417098999
18282,34.07798442881394,,,
18337,,,,1.460463047027588
18338,,-0.39624038338661194,-10.843339920043945,
18362,34.59629179109197,,,
18413,,0.8319851160049438,-12.72996997833252,-0.07302315533161163
18442,39.84179330026175,,,
18470,,-1.3886369466781616,-8.155848503112793,-0.0802057534456253
18523,43.05293693079637,,,
18531,,-10.911574363708496,-15.351621627807617,2.1272482872009277
18602,52.34854348671807,,,
18606,,-2.6647465229034424,-9.397241592407227,-0.9193734526634216
18682,,-1.4520833492279053,-7.1251444816589355,-0.5674257874488831
18683,39.265330558554524,,,
18746,,-2.5330653190612793,-4.800374507904053,0.99479079246521
18762,38.38862437444623,,,
18804,,-3.555389642715454,-4.270058631896973,-0.8559271097183228
18863,38.343225631661284,,,
18874,,,,-4.314351558685303
18875,,9.182960510253906,-16.648080825805664,
18941,,1.1635819673538208,-11.749545097351074,-7.597999095916748
18943,35.125869533000376,,,
19013,,-8.69095230102539,-17.176002502441406,0.7422025203704834
19023,39.48725631710701,,,
19070,,-5.549759387969971,-6.901286602020264,3.7433342933654785
19103,40.32283138028732,,,
19138,,-3.7397429943084717,-8.11514663696289,1.4472949504852295
19182,39.98802307384423,,,
19212,,0.7242460250854492,-8.378508567810059,-2.079364061355591
19263,35.93245013647484,,,
19273,,-4.413711071014404,-7.965508937835693,1.9740192890167236
19330,,0.18315643072128296,-9.08838939666748,-1.5610195398330688
19342,33.728438618449665,,,
19409,,-1.4891934394836426,-8.84058952331543,1.9560627937316895
19423,33.45947446279507,,,
19471,,-0.9720458984375,-9.740809440612793,0.729034423828125
19503,34.531178415007496,,,
19530,,,-11.706449508666992,0.7015010714530945
19531,,-1.0522516965866089,,
19582,33.388411401274816,,,
19606,,0.18315643072128296,-11.335348129272461,-0.17956513166427612
19663,39.95307773832653,,,
19688,,-4.236539840698242,-10.047266960144043,0.16759411990642548
19743,43.28915683517862,,,
19744,,-7.716512203216553,-12.480973243713379,-1.193509578704834
19802,,-1.7310078144073486,-8.973467826843262,-0.8858546018600464
19823,40.190983861915235,,,
19864,,-0.4381389021873474,-6.885724067687988,0.16998831927776337
19903,37.88662996277616,,,
19951,,,-4.906916618347168,0.6021417379379272
19952,,-3.6774938106536865,,
19983,37.22300147438066,,,
20020,,-2.4660277366638184,-4.6507368087768555,-2.099714994430542
20065,,9.769539833068848,-19.59055519104004,-3.927687883377075
20082,40.39842615935238,,,
20141,,0.23104046285152435,-8.402450561523438,-6.1949968338012695
20162,35.51366153846178,,,
20215,,-6.7265095710754395,-13.636176109313965,0.4297592043876648
20242,41.455741597088945,,,
20264,,-6.8043212890625,-7.861361503601074,4.23893404006958
20323,36.41119457017188,,,
20350,,-4.2544965744018555,-10.770316123962402,1.843535304069519
20402,39.68023957529907,,,
20411,,2.2625205516815186,-7.171831130981445,1.6915035247802734
20479,,-4.884171485900879,-8.037335395812988,1.5263035297393799
20482,37.20148339732339,,,
20540,,1.0570400953292847,-8.677783966064453,-1.2222399711608887
20563,34.260495945206,,,
20602,,-0.6057330369949341,-9.263166427612305,1.2521674633026123
20643,33.22711624517001,,,
20663,,-1.6424223184585571,-10.176554679870605,1.382651448249817
20723,34.86664228129022,,,
20732,,,,0.15682020783424377
20733,,-0.08738835901021957,-11.653777122497559,
20802,39.86271014177225,,,
20806,,0.6643909811973572,-9.785101890563965,-0.2406172752380371
